application_no,amount,date,amount_fine,amount_discount,description,collected_by,payment_mode,received_by,fee_category,fee_group,fee_type,receipt_id
981,800,2021-12-04,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,2,152
981,500,2021-12-04,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,4,152
1132,2000,2021-12-04,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,1,153
1132,800,2021-12-04,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,2,153
1132,500,2021-12-04,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,4,153
1129,800,2021-12-04,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,2,155
1129,500,2021-12-04,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,4,155
975,800,2021-12-04,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,2,156
975,500,2021-12-04,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,4,156
996,800,2021-12-04,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,2,157
996,500,2021-12-04,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,4,157
1163,5000,2021-12-04,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,1,158
1163,800,2021-12-04,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,2,158
1163,500,2021-12-04,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,4,158
1190,6000,2021-12-04,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,1,159
1190,800,2021-12-04,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,2,159
1190,500,2021-12-04,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,4,159
942,900,2021-12-04,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,2,160
942,2000,2021-12-04,0,0,"PRACTICAL FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,3,160
942,500,2021-12-04,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,4,160
1228,900,2021-12-04,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,2,161
1228,2000,2021-12-04,0,0,"PRACTICAL FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,3,161
1228,500,2021-12-04,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,4,161
912,3000,2021-12-04,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,1,162
912,900,2021-12-04,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,2,162
912,2000,2021-12-04,0,0,"PRACTICAL FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,3,162
912,500,2021-12-04,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,4,162
989,5000,2021-12-04,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,1,163
989,900,2021-12-04,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,2,163
989,2000,2021-12-04,0,0,"PRACTICAL FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,3,163
989,500,2021-12-04,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,4,163
997,8000,2021-12-04,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,1,164
997,900,2021-12-04,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,2,164
997,2000,2021-12-04,0,0,"PRACTICAL FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,3,164
997,500,2021-12-04,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,4,164
1345,1200,2021-12-04,0,0,"UNIFORM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,9,165
1084,1000,2021-10-30,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-BOOKSFEE-MPC,5,166
882,1000,2021-11-03,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-BOOKSFEE-MPC,5,167
1041,3000,2021-12-04,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,1,168
1041,900,2021-12-04,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,2,168
1041,2000,2021-12-04,0,0,"PRACTICAL FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,3,168
1041,500,2021-12-04,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,4,168
1389,1200,2021-10-26,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-BOOKSFEE-BIPC,5,169
911,7000,2021-10-20,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,1,170
1518,1200,2021-11-15,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-BOOKSFEE-BIPC,5,171
911,1000,2021-11-15,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-BOOKSFEE-MPC,5,172
1518,7000,2021-11-06,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-BIPC,1,173
1442,1000,2021-11-16,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-BOOKSFEE-MPC,5,174
919,5000,2021-11-23,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,1,175
1171,800,2021-11-03,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-BOOKSFEE-CEC,5,176
919,1000,2021-11-23,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-BOOKSFEE-MPC,5,177
1171,5000,2021-11-23,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,1,178
1075,10000,2021-11-25,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,1,179
922,5000,2021-11-17,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,1,180
922,1000,2021-11-16,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-BOOKSFEE-MPC,5,181
958,15000,2021-11-25,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,1,182
1372,1200,2021-11-01,0,0,"UNIFORM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,9,183
958,1000,2021-11-15,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-BOOKSFEE-MPC,5,184
1180,3000,2021-11-24,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,1,185
986,4000,2021-11-20,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,1,186
974,800,2021-12-16,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-BOOKSFEE-CEC,5,187
920,8000,2021-10-18,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,1,189
1504,6700,2021-11-25,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-CEC,1,190
1504,800,2021-11-15,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-BOOKSFEE-CEC,5,191
1282,5000,2021-11-20,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,1,193
1287,1200,2021-10-27,0,0,"UNIFORM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,9,195
1295,2000,2021-10-28,0,0,"VAN FEES","Super Admin(9000)",Cash,1,fees,2021-202208199-VAN-FEE,6,197
1295,1000,2021-10-26,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-BOOKSFEE-MPC,5,198
1303,6000,2021-11-24,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,1,199
1314,1200,2021-11-08,0,0,"UNIFORM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,9,200
1323,600,2021-10-28,0,0,"UNIFORM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,9,201
1323,1000,2021-10-28,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-BOOKSFEE-MPC,5,202
1413,1200,2021-11-01,0,0,"UNIFORM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,9,203
1418,5000,2021-11-27,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,1,204
1418,1000,2021-11-06,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-BOOKSFEE-MPC,5,205
1476,1000,2021-11-09,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-BOOKSFEE-MPC,5,206
1074,5000,2021-11-26,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,1,207
1074,800,2021-11-26,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,2,207
1074,800,2021-10-26,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-BOOKSFEE-CEC,5,208
1136,3000,2021-11-23,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,1,209
1155,5000,2021-11-27,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,1,210
1183,5000,2021-11-24,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,1,211
1185,800,2021-11-02,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-BOOKSFEE-CEC,5,212
1229,3000,2021-11-24,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,1,213
1001,1000,2021-10-26,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-BOOKSFEE-MPC,5,214
1020,7000,2021-10-26,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,1,215
1026,5000,2021-11-22,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,1,216
1082,6000,2021-11-20,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,1,217
889,1000,2021-11-03,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-BOOKSFEE-MPC,5,218
917,5000,2021-10-20,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,1,219
926,1000,2021-11-24,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-BOOKSFEE-MPC,5,220
930,8000,2021-10-26,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,1,221
935,3000,2021-11-23,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,1,222
935,1000,2021-11-18,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-BOOKSFEE-MPC,5,223
1265,2000,2021-10-26,0,0,"VAN FEES","Super Admin(9000)",Cash,1,fees,2021-202208199-VAN-FEE,6,225
1356,5000,2021-11-27,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,1,226
1364,8000,2021-11-25,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,1,227
1364,800,2021-11-25,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,2,227
1364,500,2021-11-25,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,4,227
1364,1000,2021-10-26,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-BOOKSFEE-MPC,5,228
1531,5000,2021-11-02,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,1,229
1376,1000,2021-10-26,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-BOOKSFEE-MPC,5,230
1532,5000,2021-11-29,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,1,231
1107,15000,2021-10-27,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-BIPC,1,232
1107,1200,2021-11-03,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-BOOKSFEE-BIPC,5,233
1115,5000,2021-11-25,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,1,234
1164,5000,2021-11-01,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,1,235
894,800,2021-11-06,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-BOOKSFEE-CEC,5,238
908,6000,2021-11-29,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,1,239
908,800,2021-11-29,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,2,239
908,500,2021-11-29,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,4,239
1220,800,2021-11-02,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-BOOKSFEE-MEC,5,240
1032,1000,2021-10-30,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-BOOKSFEE-MPC,5,241
1034,5000,2021-10-26,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,1,242
1034,1000,2021-10-30,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-BOOKSFEE-MPC,5,243
1051,5000,2021-11-25,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,1,244
1051,1000,2021-11-06,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-BOOKSFEE-MPC,5,245
1073,1000,2021-11-16,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-BOOKSFEE-MPC,5,248
1227,10000,2021-10-26,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,1,249
1227,1000,2021-10-26,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-BOOKSFEE-MPC,5,250
1228,8000,2021-11-17,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,1,251
916,10000,2021-11-06,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,1,252
916,1000,2021-11-15,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-BOOKSFEE-MPC,5,253
941,14000,2021-11-20,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,1,254
978,5000,2021-10-18,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,1,255
978,1000,2021-11-25,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-BOOKSFEE-MPC,5,256
1505,3000,2021-12-05,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-CEC,1,257
1505,800,2021-12-05,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-CEC,2,257
1505,500,2021-12-05,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-CEC,4,257
1278,4000,2021-12-05,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,1,258
1438,5000,2021-12-05,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,1,259
1034,3000,2021-12-05,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,1,260
1034,900,2021-12-05,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,2,260
1034,2000,2021-12-05,0,0,"PRACTICAL FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,3,260
1034,500,2021-12-05,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,4,260
1411,5000,2021-12-05,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,1,261
1411,800,2021-12-05,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,2,261
1411,500,2021-12-05,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,4,261
1334,5000,2021-12-05,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,1,262
1436,6500,2021-12-05,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,1,263
1436,800,2021-12-05,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,2,263
1436,500,2021-12-05,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,4,263
937,8000,2021-12-05,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,1,264
1344,5000,2021-12-05,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,1,265
1344,800,2021-12-05,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,2,265
1344,500,2021-12-05,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,4,265
881,900,2021-12-05,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,2,266
881,2000,2021-12-05,0,0,"PRACTICAL FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,3,266
881,500,2021-12-05,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,4,266
973,900,2021-12-05,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,2,267
973,2000,2021-12-05,0,0,"PRACTICAL FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,3,267
973,500,2021-12-05,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,4,267
1227,3000,2021-12-05,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,1,268
1227,900,2021-12-05,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,2,268
1227,2000,2021-12-05,0,0,"PRACTICAL FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,3,268
1227,500,2021-12-05,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,4,268
1488,5000,2021-12-05,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,1,269
1488,800,2021-12-05,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,2,269
1488,500,2021-12-05,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,4,269
919,900,2021-12-05,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,2,270
919,2000,2021-12-05,0,0,"PRACTICAL FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,3,270
919,500,2021-12-05,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,4,270
1419,5000,2021-11-22,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,1,271
1027,900,2021-12-05,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,2,273
1027,2000,2021-12-05,0,0,"PRACTICAL FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,3,273
1027,500,2021-12-05,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,4,273
1386,8000,2021-11-06,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-BIPC,1,275
1386,1200,2021-11-06,0,0,"UNIFORM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-BIPC,9,275
1345,5000,2021-12-05,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,1,277
1345,800,2021-12-05,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,2,277
1345,500,2021-12-05,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,4,277
1506,600,2021-11-01,0,0,"UNIFORM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-CEC,9,278
1130,1000,2021-12-05,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,1,279
1130,800,2021-12-05,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,2,279
1130,500,2021-12-05,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,4,279
1272,1200,2021-10-28,0,0,"UNIFORM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,9,280
1427,1000,2021-11-02,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-BOOKSFEE-MPC,5,281
1152,4000,2021-12-05,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,1,282
1272,1000,2021-11-18,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-BOOKSFEE-MPC,5,283
1066,900,2021-12-05,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,2,284
1066,2000,2021-12-05,0,0,"PRACTICAL FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,3,284
1066,500,2021-12-05,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,4,284
1417,15000,2021-11-01,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,1,285
1417,800,2021-11-01,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,2,285
1143,800,2021-12-05,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,2,286
1143,500,2021-12-05,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,4,286
1124,2000,2021-11-27,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,1,287
1417,1000,2021-11-03,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-BOOKSFEE-MPC,5,288
1100,5000,2021-12-05,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-BIPC,1,289
1467,1000,2021-11-15,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-BOOKSFEE-MPC,5,290
1169,5000,2021-12-05,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,1,291
1169,800,2021-12-05,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,2,291
1169,500,2021-12-05,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,4,291
899,8000,2021-11-22,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,1,292
1534,3000,2021-11-27,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,1,293
1061,900,2021-12-05,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,2,296
1061,2000,2021-12-05,0,0,"PRACTICAL FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,3,296
1061,500,2021-12-05,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,4,296
1057,4000,2021-10-20,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,1,297
890,5000,2021-12-05,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,1,298
890,900,2021-12-05,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,2,298
890,2000,2021-12-05,0,0,"PRACTICAL FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,3,298
890,500,2021-12-05,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,4,298
1090,6000,2021-11-24,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,1,299
1398,5000,2021-10-11,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-BIPC,1,300
1398,600,2021-10-11,0,0,"UNIFORM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-BIPC,9,300
1509,800,2021-10-26,0,0,"UNIFORM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-CEC,9,301
1148,6000,2021-11-25,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,1,302
1148,800,2021-10-26,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-BOOKSFEE-CEC,5,303
1509,800,2021-10-26,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-BOOKSFEE-CEC,5,304
1156,800,2021-11-01,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-BOOKSFEE-CEC,5,305
1509,400,2021-10-26,0,0,"UNIFORM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-CEC,9,306
1167,3000,2021-11-23,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,1,307
1537,700,2021-11-06,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-CEC,8,308
1196,4000,2021-10-28,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,1,309
1213,6000,2021-11-29,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,1,312
